id,name,path,pack_name,plugin_name,structure_shape,file_count,has_references,has_scripts,has_assets
469,documenso-install-auth,plugins/saas-packs/documenso-pack/skills/documenso-install-auth,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
470,documenso-local-dev-loop,plugins/saas-packs/documenso-pack/skills/documenso-local-dev-loop,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
471,documenso-migration-deep-dive,plugins/saas-packs/documenso-pack/skills/documenso-migration-deep-dive,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
472,documenso-multi-env-setup,plugins/saas-packs/documenso-pack/skills/documenso-multi-env-setup,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
473,documenso-observability,plugins/saas-packs/documenso-pack/skills/documenso-observability,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
474,documenso-performance-tuning,plugins/saas-packs/documenso-pack/skills/documenso-performance-tuning,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
475,documenso-prod-checklist,plugins/saas-packs/documenso-pack/skills/documenso-prod-checklist,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
476,documenso-rate-limits,plugins/saas-packs/documenso-pack/skills/documenso-rate-limits,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
477,documenso-reference-architecture,plugins/saas-packs/documenso-pack/skills/documenso-reference-architecture,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
478,documenso-sdk-patterns,plugins/saas-packs/documenso-pack/skills/documenso-sdk-patterns,saas-packs,documenso-pack,SKILL.md + references/,3,1,0,0
479,documenso-security-basics,plugins/saas-packs/documenso-pack/skills/documenso-security-basics,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
480,documenso-upgrade-migration,plugins/saas-packs/documenso-pack/skills/documenso-upgrade-migration,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
481,documenso-webhooks-events,plugins/saas-packs/documenso-pack/skills/documenso-webhooks-events,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
482,evernote-ci-integration,plugins/saas-packs/evernote-pack/skills/evernote-ci-integration,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
483,evernote-common-errors,plugins/saas-packs/evernote-pack/skills/evernote-common-errors,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
484,evernote-core-workflow-a,plugins/saas-packs/evernote-pack/skills/evernote-core-workflow-a,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
485,evernote-core-workflow-b,plugins/saas-packs/evernote-pack/skills/evernote-core-workflow-b,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
486,evernote-cost-tuning,plugins/saas-packs/evernote-pack/skills/evernote-cost-tuning,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
487,evernote-data-handling,plugins/saas-packs/evernote-pack/skills/evernote-data-handling,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
488,evernote-debug-bundle,plugins/saas-packs/evernote-pack/skills/evernote-debug-bundle,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
489,evernote-deploy-integration,plugins/saas-packs/evernote-pack/skills/evernote-deploy-integration,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
490,evernote-enterprise-rbac,plugins/saas-packs/evernote-pack/skills/evernote-enterprise-rbac,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
491,evernote-hello-world,plugins/saas-packs/evernote-pack/skills/evernote-hello-world,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
492,evernote-incident-runbook,plugins/saas-packs/evernote-pack/skills/evernote-incident-runbook,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
493,evernote-install-auth,plugins/saas-packs/evernote-pack/skills/evernote-install-auth,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
494,evernote-local-dev-loop,plugins/saas-packs/evernote-pack/skills/evernote-local-dev-loop,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
495,evernote-migration-deep-dive,plugins/saas-packs/evernote-pack/skills/evernote-migration-deep-dive,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
496,evernote-multi-env-setup,plugins/saas-packs/evernote-pack/skills/evernote-multi-env-setup,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
497,evernote-observability,plugins/saas-packs/evernote-pack/skills/evernote-observability,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
498,evernote-performance-tuning,plugins/saas-packs/evernote-pack/skills/evernote-performance-tuning,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
499,evernote-prod-checklist,plugins/saas-packs/evernote-pack/skills/evernote-prod-checklist,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
500,evernote-rate-limits,plugins/saas-packs/evernote-pack/skills/evernote-rate-limits,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
501,evernote-reference-architecture,plugins/saas-packs/evernote-pack/skills/evernote-reference-architecture,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
502,evernote-sdk-patterns,plugins/saas-packs/evernote-pack/skills/evernote-sdk-patterns,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
503,evernote-security-basics,plugins/saas-packs/evernote-pack/skills/evernote-security-basics,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
504,evernote-upgrade-migration,plugins/saas-packs/evernote-pack/skills/evernote-upgrade-migration,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
505,evernote-webhooks-events,plugins/saas-packs/evernote-pack/skills/evernote-webhooks-events,saas-packs,evernote-pack,SKILL.md + references/,2,1,0,0
506,exa-advanced-troubleshooting,plugins/saas-packs/exa-pack/skills/exa-advanced-troubleshooting,saas-packs,exa-pack,SKILL.md,1,0,0,0
507,exa-architecture-variants,plugins/saas-packs/exa-pack/skills/exa-architecture-variants,saas-packs,exa-pack,SKILL.md,1,0,0,0
508,exa-ci-integration,plugins/saas-packs/exa-pack/skills/exa-ci-integration,saas-packs,exa-pack,SKILL.md,1,0,0,0
509,exa-common-errors,plugins/saas-packs/exa-pack/skills/exa-common-errors,saas-packs,exa-pack,SKILL.md,1,0,0,0
510,exa-core-workflow-a,plugins/saas-packs/exa-pack/skills/exa-core-workflow-a,saas-packs,exa-pack,SKILL.md,1,0,0,0
511,exa-core-workflow-b,plugins/saas-packs/exa-pack/skills/exa-core-workflow-b,saas-packs,exa-pack,SKILL.md,1,0,0,0
512,exa-cost-tuning,plugins/saas-packs/exa-pack/skills/exa-cost-tuning,saas-packs,exa-pack,SKILL.md,1,0,0,0
513,exa-data-handling,plugins/saas-packs/exa-pack/skills/exa-data-handling,saas-packs,exa-pack,SKILL.md,1,0,0,0
514,exa-debug-bundle,plugins/saas-packs/exa-pack/skills/exa-debug-bundle,saas-packs,exa-pack,SKILL.md,1,0,0,0
515,exa-deploy-integration,plugins/saas-packs/exa-pack/skills/exa-deploy-integration,saas-packs,exa-pack,SKILL.md,1,0,0,0
516,exa-enterprise-rbac,plugins/saas-packs/exa-pack/skills/exa-enterprise-rbac,saas-packs,exa-pack,SKILL.md,1,0,0,0
517,exa-hello-world,plugins/saas-packs/exa-pack/skills/exa-hello-world,saas-packs,exa-pack,SKILL.md,1,0,0,0
518,exa-incident-runbook,plugins/saas-packs/exa-pack/skills/exa-incident-runbook,saas-packs,exa-pack,SKILL.md,1,0,0,0
519,exa-install-auth,plugins/saas-packs/exa-pack/skills/exa-install-auth,saas-packs,exa-pack,SKILL.md,1,0,0,0
520,exa-known-pitfalls,plugins/saas-packs/exa-pack/skills/exa-known-pitfalls,saas-packs,exa-pack,SKILL.md,1,0,0,0
521,exa-load-scale,plugins/saas-packs/exa-pack/skills/exa-load-scale,saas-packs,exa-pack,SKILL.md,1,0,0,0
522,exa-local-dev-loop,plugins/saas-packs/exa-pack/skills/exa-local-dev-loop,saas-packs,exa-pack,SKILL.md,1,0,0,0
523,exa-migration-deep-dive,plugins/saas-packs/exa-pack/skills/exa-migration-deep-dive,saas-packs,exa-pack,SKILL.md,1,0,0,0
524,exa-multi-env-setup,plugins/saas-packs/exa-pack/skills/exa-multi-env-setup,saas-packs,exa-pack,SKILL.md,1,0,0,0
525,exa-observability,plugins/saas-packs/exa-pack/skills/exa-observability,saas-packs,exa-pack,SKILL.md,1,0,0,0
526,exa-performance-tuning,plugins/saas-packs/exa-pack/skills/exa-performance-tuning,saas-packs,exa-pack,SKILL.md,1,0,0,0
527,exa-policy-guardrails,plugins/saas-packs/exa-pack/skills/exa-policy-guardrails,saas-packs,exa-pack,SKILL.md,1,0,0,0
528,exa-prod-checklist,plugins/saas-packs/exa-pack/skills/exa-prod-checklist,saas-packs,exa-pack,SKILL.md,1,0,0,0
529,exa-rate-limits,plugins/saas-packs/exa-pack/skills/exa-rate-limits,saas-packs,exa-pack,SKILL.md,1,0,0,0
530,exa-reference-architecture,plugins/saas-packs/exa-pack/skills/exa-reference-architecture,saas-packs,exa-pack,SKILL.md,1,0,0,0
531,exa-reliability-patterns,plugins/saas-packs/exa-pack/skills/exa-reliability-patterns,saas-packs,exa-pack,SKILL.md,1,0,0,0
532,exa-sdk-patterns,plugins/saas-packs/exa-pack/skills/exa-sdk-patterns,saas-packs,exa-pack,SKILL.md,1,0,0,0
533,exa-security-basics,plugins/saas-packs/exa-pack/skills/exa-security-basics,saas-packs,exa-pack,SKILL.md,1,0,0,0
534,exa-upgrade-migration,plugins/saas-packs/exa-pack/skills/exa-upgrade-migration,saas-packs,exa-pack,SKILL.md,1,0,0,0
535,exa-webhooks-events,plugins/saas-packs/exa-pack/skills/exa-webhooks-events,saas-packs,exa-pack,SKILL.md,1,0,0,0
536,firecrawl-advanced-troubleshooting,plugins/saas-packs/firecrawl-pack/skills/firecrawl-advanced-troubleshooting,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
537,firecrawl-architecture-variants,plugins/saas-packs/firecrawl-pack/skills/firecrawl-architecture-variants,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
538,firecrawl-ci-integration,plugins/saas-packs/firecrawl-pack/skills/firecrawl-ci-integration,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
539,firecrawl-common-errors,plugins/saas-packs/firecrawl-pack/skills/firecrawl-common-errors,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
540,firecrawl-core-workflow-a,plugins/saas-packs/firecrawl-pack/skills/firecrawl-core-workflow-a,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
541,firecrawl-core-workflow-b,plugins/saas-packs/firecrawl-pack/skills/firecrawl-core-workflow-b,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
542,firecrawl-cost-tuning,plugins/saas-packs/firecrawl-pack/skills/firecrawl-cost-tuning,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
543,firecrawl-data-handling,plugins/saas-packs/firecrawl-pack/skills/firecrawl-data-handling,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
544,firecrawl-debug-bundle,plugins/saas-packs/firecrawl-pack/skills/firecrawl-debug-bundle,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
545,firecrawl-deploy-integration,plugins/saas-packs/firecrawl-pack/skills/firecrawl-deploy-integration,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
546,firecrawl-enterprise-rbac,plugins/saas-packs/firecrawl-pack/skills/firecrawl-enterprise-rbac,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
547,firecrawl-hello-world,plugins/saas-packs/firecrawl-pack/skills/firecrawl-hello-world,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
548,firecrawl-incident-runbook,plugins/saas-packs/firecrawl-pack/skills/firecrawl-incident-runbook,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
549,firecrawl-install-auth,plugins/saas-packs/firecrawl-pack/skills/firecrawl-install-auth,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
550,firecrawl-known-pitfalls,plugins/saas-packs/firecrawl-pack/skills/firecrawl-known-pitfalls,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
551,firecrawl-load-scale,plugins/saas-packs/firecrawl-pack/skills/firecrawl-load-scale,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
552,firecrawl-local-dev-loop,plugins/saas-packs/firecrawl-pack/skills/firecrawl-local-dev-loop,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
553,firecrawl-migration-deep-dive,plugins/saas-packs/firecrawl-pack/skills/firecrawl-migration-deep-dive,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
554,firecrawl-multi-env-setup,plugins/saas-packs/firecrawl-pack/skills/firecrawl-multi-env-setup,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
555,firecrawl-observability,plugins/saas-packs/firecrawl-pack/skills/firecrawl-observability,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
556,firecrawl-performance-tuning,plugins/saas-packs/firecrawl-pack/skills/firecrawl-performance-tuning,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
557,firecrawl-policy-guardrails,plugins/saas-packs/firecrawl-pack/skills/firecrawl-policy-guardrails,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
558,firecrawl-prod-checklist,plugins/saas-packs/firecrawl-pack/skills/firecrawl-prod-checklist,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
559,firecrawl-rate-limits,plugins/saas-packs/firecrawl-pack/skills/firecrawl-rate-limits,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
560,firecrawl-reference-architecture,plugins/saas-packs/firecrawl-pack/skills/firecrawl-reference-architecture,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
561,firecrawl-reliability-patterns,plugins/saas-packs/firecrawl-pack/skills/firecrawl-reliability-patterns,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
562,firecrawl-sdk-patterns,plugins/saas-packs/firecrawl-pack/skills/firecrawl-sdk-patterns,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
563,firecrawl-security-basics,plugins/saas-packs/firecrawl-pack/skills/firecrawl-security-basics,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
564,firecrawl-upgrade-migration,plugins/saas-packs/firecrawl-pack/skills/firecrawl-upgrade-migration,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
565,firecrawl-webhooks-events,plugins/saas-packs/firecrawl-pack/skills/firecrawl-webhooks-events,saas-packs,firecrawl-pack,SKILL.md,1,0,0,0
566,fireflies-ci-integration,plugins/saas-packs/fireflies-pack/skills/fireflies-ci-integration,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
567,fireflies-common-errors,plugins/saas-packs/fireflies-pack/skills/fireflies-common-errors,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
568,fireflies-core-workflow-a,plugins/saas-packs/fireflies-pack/skills/fireflies-core-workflow-a,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
569,fireflies-core-workflow-b,plugins/saas-packs/fireflies-pack/skills/fireflies-core-workflow-b,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
570,fireflies-cost-tuning,plugins/saas-packs/fireflies-pack/skills/fireflies-cost-tuning,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
571,fireflies-data-handling,plugins/saas-packs/fireflies-pack/skills/fireflies-data-handling,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
572,fireflies-debug-bundle,plugins/saas-packs/fireflies-pack/skills/fireflies-debug-bundle,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
573,fireflies-deploy-integration,plugins/saas-packs/fireflies-pack/skills/fireflies-deploy-integration,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
574,fireflies-enterprise-rbac,plugins/saas-packs/fireflies-pack/skills/fireflies-enterprise-rbac,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
575,fireflies-hello-world,plugins/saas-packs/fireflies-pack/skills/fireflies-hello-world,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
576,fireflies-incident-runbook,plugins/saas-packs/fireflies-pack/skills/fireflies-incident-runbook,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
577,fireflies-install-auth,plugins/saas-packs/fireflies-pack/skills/fireflies-install-auth,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
578,fireflies-local-dev-loop,plugins/saas-packs/fireflies-pack/skills/fireflies-local-dev-loop,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
579,fireflies-migration-deep-dive,plugins/saas-packs/fireflies-pack/skills/fireflies-migration-deep-dive,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
580,fireflies-multi-env-setup,plugins/saas-packs/fireflies-pack/skills/fireflies-multi-env-setup,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
581,fireflies-observability,plugins/saas-packs/fireflies-pack/skills/fireflies-observability,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
582,fireflies-performance-tuning,plugins/saas-packs/fireflies-pack/skills/fireflies-performance-tuning,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
583,fireflies-prod-checklist,plugins/saas-packs/fireflies-pack/skills/fireflies-prod-checklist,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
584,fireflies-rate-limits,plugins/saas-packs/fireflies-pack/skills/fireflies-rate-limits,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
585,fireflies-reference-architecture,plugins/saas-packs/fireflies-pack/skills/fireflies-reference-architecture,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
586,fireflies-sdk-patterns,plugins/saas-packs/fireflies-pack/skills/fireflies-sdk-patterns,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
587,fireflies-security-basics,plugins/saas-packs/fireflies-pack/skills/fireflies-security-basics,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
588,fireflies-upgrade-migration,plugins/saas-packs/fireflies-pack/skills/fireflies-upgrade-migration,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
589,fireflies-webhooks-events,plugins/saas-packs/fireflies-pack/skills/fireflies-webhooks-events,saas-packs,fireflies-pack,SKILL.md,1,0,0,0
590,gamma-ci-integration,plugins/saas-packs/gamma-pack/skills/gamma-ci-integration,saas-packs,gamma-pack,SKILL.md,1,0,0,0
591,gamma-common-errors,plugins/saas-packs/gamma-pack/skills/gamma-common-errors,saas-packs,gamma-pack,SKILL.md,1,0,0,0
592,gamma-core-workflow-a,plugins/saas-packs/gamma-pack/skills/gamma-core-workflow-a,saas-packs,gamma-pack,SKILL.md,1,0,0,0
593,gamma-core-workflow-b,plugins/saas-packs/gamma-pack/skills/gamma-core-workflow-b,saas-packs,gamma-pack,SKILL.md,1,0,0,0
594,gamma-cost-tuning,plugins/saas-packs/gamma-pack/skills/gamma-cost-tuning,saas-packs,gamma-pack,SKILL.md + references/,2,1,0,0
595,gamma-data-handling,plugins/saas-packs/gamma-pack/skills/gamma-data-handling,saas-packs,gamma-pack,SKILL.md + references/,2,1,0,0
596,gamma-debug-bundle,plugins/saas-packs/gamma-pack/skills/gamma-debug-bundle,saas-packs,gamma-pack,SKILL.md + references/,2,1,0,0
597,gamma-deploy-integration,plugins/saas-packs/gamma-pack/skills/gamma-deploy-integration,saas-packs,gamma-pack,SKILL.md,1,0,0,0
598,gamma-enterprise-rbac,plugins/saas-packs/gamma-pack/skills/gamma-enterprise-rbac,saas-packs,gamma-pack,SKILL.md + references/,2,1,0,0
599,gamma-hello-world,plugins/saas-packs/gamma-pack/skills/gamma-hello-world,saas-packs,gamma-pack,SKILL.md,1,0,0,0
600,gamma-incident-runbook,plugins/saas-packs/gamma-pack/skills/gamma-incident-runbook,saas-packs,gamma-pack,SKILL.md,1,0,0,0
